Event(uint),MsgID(hex),Time(uint),X(int),Y(int),MouseData(hex)
836,200,525308531,1106,375,0
838,200,525308546,1092,451,0
837,200,525308546,1098,418,0
839,200,525308562,1089,470,0
841,200,525308578,1086,495,0
840,200,525308578,1088,485,0
842,200,525308593,1086,504,0
843,200,525308609,1086,509,0
844,200,525308609,1086,513,0
845,200,525308625,1086,515,0
846,200,525308640,1086,518,0
847,200,525308906,1082,529,0
848,200,525308906,1076,539,0
850,200,525308921,1067,562,0
849,200,525308921,1071,552,0
851,200,525308937,1064,571,0
853,200,525308953,1061,587,0
852,200,525308953,1062,580,0
854,200,525308968,1060,594,0
856,200,525308984,1059,603,0
855,200,525308984,1059,599,0
857,200,525309000,1058,606,0
858,200,525309015,1058,608,0
859,200,525309015,1058,610,0
860,200,525309031,1058,611,0
862,200,525309046,1058,613,0
861,200,525309046,1058,612,0
863,200,525309062,1058,614,0
865,200,525309078,1058,615,0
864,200,525309078,1058,614,0
866,200,525309109,1058,616,0
867,200,525309125,1058,616,0
868,200,525309140,1058,617,0
869,200,525309171,1058,618,0
870,200,525309187,1057,618,0
871,200,525309218,1057,619,0
872,200,525309234,1056,619,0
873,200,525309265,1056,619,0
874,200,525309312,1056,620,0
