Event(uint),MsgID(hex),Time(uint),X(int),Y(int),MouseData(hex)
166,200,517735015,287,843,0
165,200,517735015,284,843,0
167,200,517735031,289,843,0
169,200,517735046,292,843,0
168,200,517735046,291,843,0
170,200,517735062,294,843,0
172,200,517735078,299,845,0
171,200,517735078,296,844,0
174,200,517735093,306,847,0
173,200,517735093,301,846,0
175,200,517735109,312,850,0
176,200,517735125,319,852,0
177,200,517735140,327,855,0
178,200,517735140,337,858,0
180,200,517735156,359,865,0
179,200,517735156,347,861,0
181,200,517735171,371,868,0
182,200,517735187,385,872,0
183,200,517735187,400,877,0
184,200,517735203,414,882,0
186,200,517735218,443,890,0
185,200,517735218,429,886,0
187,200,517735234,455,892,0
188,200,517735250,469,897,0
189,200,517735250,481,901,0
191,200,517735265,500,908,0
190,200,517735265,491,904,0
192,200,517735281,509,912,0
194,200,517735296,525,918,0
193,200,517735296,518,915,0
195,200,517735312,533,922,0
197,200,517735328,546,928,0
196,200,517735328,538,924,0
198,200,517735343,552,931,0
199,200,517735359,557,935,0
200,200,517735359,563,938,0
201,200,517735375,568,942,0
203,200,517735390,576,948,0
202,200,517735390,572,945,0
204,200,517735406,579,950,0
206,200,517735421,587,955,0
205,200,517735421,583,953,0
207,200,517735437,592,959,0
209,200,517735453,603,966,0
208,200,517735453,597,962,0
210,200,517735468,607,968,0
211,200,517735468,612,971,0
212,200,517735484,616,974,0
214,200,517735500,624,978,0
213,200,517735500,620,976,0
215,200,517735515,629,981,0
216,200,517735531,633,984,0
217,200,517735531,636,985,0
218,200,517735546,640,989,0
220,200,517735562,647,992,0
219,200,517735562,643,990,0
221,200,517735578,649,995,0
223,200,517735593,655,1000,0
222,200,517735593,652,997,0
224,200,517735609,658,1002,0
226,200,517735625,663,1006,0
225,200,517735625,661,1004,0
227,200,517735640,663,1006,0
228,200,517735656,665,1007,0
229,200,517735656,665,1008,0
231,200,517735671,666,1009,0
230,200,517735671,666,1008,0
232,200,517735687,667,1009,0
234,200,517735703,668,1010,0
233,200,517735703,667,1010,0
235,200,517735734,668,1011,0
