Event(uint),MsgID(hex),Time(uint),X(int),Y(int),MouseData(hex)
1396,200,13014687,936,52,0
1395,200,13014687,936,52,0
1397,200,13014703,936,52,0
1398,200,13014796,936,53,0
1400,200,13014812,936,54,0
1399,200,13014812,936,54,0
1402,200,13014828,932,57,0
1401,200,13014828,935,55,0
1404,200,13014843,928,60,0
1403,200,13014843,930,58,0
1405,200,13014859,925,62,0
1406,200,13014859,921,63,0
1408,200,13014875,915,65,0
1407,200,13014875,918,64,0
1410,200,13014890,906,67,0
1409,200,13014890,911,67,0
1412,200,13014906,890,74,0
1411,200,13014906,899,69,0
1413,200,13014921,880,77,0
1414,200,13014921,864,83,0
1416,200,13014937,823,100,0
1415,200,13014937,846,91,0
1418,200,13014953,774,126,0
1417,200,13014953,800,113,0
1419,200,13014968,745,140,0
1421,200,13014984,674,174,0
1420,200,13014984,714,155,0
1422,200,13015000,637,194,0
1423,200,13015000,592,218,0
1425,200,13015015,513,260,0
1424,200,13015015,552,239,0
1427,200,13015031,439,298,0
1426,200,13015031,475,280,0
1429,200,13015046,370,335,0
1428,200,13015046,402,317,0
1430,200,13015062,338,350,0
1431,200,13015062,315,363,0
1433,200,13015078,281,382,0
1432,200,13015078,294,375,0
1435,200,13015093,263,393,0
1434,200,13015093,271,388,0
1437,200,13015109,254,400,0
1436,200,13015109,257,397,0
1438,200,13015125,250,404,0
1439,200,13015125,247,408,0
1441,200,13015140,240,415,0
1440,200,13015140,244,411,0
1443,200,13015156,231,426,0
1442,200,13015156,237,420,0
1445,200,13015171,221,439,0
1444,200,13015171,226,432,0
1446,200,13015187,215,445,0
1447,200,13015187,207,454,0
1449,200,13015203,190,469,0
1448,200,13015203,198,462,0
1451,200,13015218,174,482,0
1450,200,13015218,181,476,0
1453,200,13015234,161,491,0
1452,200,13015234,168,486,0
1454,200,13015250,155,496,0
1455,200,13015265,150,501,0
1456,200,13015265,144,508,0
1458,200,13015281,134,519,0
1459,200,13015281,129,526,0
1457,200,13015281,139,513,0
1460,200,13015296,125,532,0
1462,200,13015312,117,544,0
1461,200,13015312,121,538,0
1463,200,13015328,114,550,0
1464,200,13015328,112,556,0
1466,200,13015343,108,567,0
1465,200,13015343,109,563,0
1468,200,13015359,105,579,0
1467,200,13015359,106,573,0
1470,200,13015375,102,590,0
1469,200,13015375,103,584,0
1471,200,13015390,102,595,0
1472,200,13015390,101,601,0
1473,200,13015406,101,606,0
1474,200,13015406,101,613,0
1476,200,13015421,101,624,0
1475,200,13015421,101,619,0
1478,200,13015437,101,634,0
1477,200,13015437,101,629,0
1480,200,13015453,101,646,0
1479,200,13015453,101,639,0
1482,200,13015468,102,659,0
1481,200,13015468,101,653,0
1483,200,13015484,102,666,0
1484,200,13015484,103,672,0
1486,200,13015500,104,684,0
1485,200,13015500,103,679,0
1488,200,13015515,105,698,0
1487,200,13015515,104,691,0
1490,200,13015531,107,709,0
1489,200,13015531,106,703,0
1491,200,13015546,108,713,0
1492,200,13015546,109,718,0
1494,200,13015562,111,725,0
1493,200,13015562,111,722,0
1496,200,13015578,114,731,0
1495,200,13015578,113,728,0
1498,200,13015593,116,736,0
1497,200,13015593,115,734,0
1499,200,13015609,117,737,0
1500,200,13015609,117,739,0
1501,200,13015625,117,740,0
1503,200,13015640,118,743,0
1502,200,13015640,117,741,0
1505,200,13015656,119,745,0
1504,200,13015656,119,743,0
1506,200,13015671,120,745,0
1507,200,13015687,120,745,0
1508,200,13015687,120,746,0
1509,200,13015718,121,746,0
1510,200,13015734,122,746,0
1512,200,13015750,123,746,0
1511,200,13015750,122,746,0
1514,200,13015765,125,746,0
1513,200,13015765,124,746,0
1515,200,13015781,127,746,0
1516,200,13015781,128,745,0
1518,200,13015796,132,742,0
1517,200,13015796,130,744,0
1520,200,13015812,134,740,0
1519,200,13015812,133,741,0
1522,200,13015828,136,738,0
1521,200,13015828,135,738,0
1523,200,13015843,137,736,0
1524,200,13015843,138,736,0
1526,200,13015859,138,734,0
1525,200,13015859,138,734,0
1528,200,13015875,139,733,0
1527,200,13015875,139,733,0
1529,200,13015890,139,732,0
1531,200,13015906,140,731,0
1530,200,13015906,140,731,0
1532,200,13015921,140,730,0
1533,200,13015921,140,730,0
1535,200,13015937,141,729,0
1534,200,13015937,141,730,0
1537,200,13015953,141,728,0
1536,200,13015953,141,729,0
1538,200,13015968,141,728,0
1539,200,13015984,142,726,0
1540,200,13015984,142,725,0
1542,200,13016000,143,723,0
1541,200,13016000,142,724,0
1544,200,13016015,144,721,0
1543,200,13016015,143,723,0
1546,200,13016031,144,720,0
1545,200,13016031,144,721,0
1547,200,13016046,144,720,0
1548,200,13016062,144,719,0
1549,200,13016078,145,718,0
1551,200,13016109,145,718,0
1550,200,13016109,145,718,0
1552,200,13016140,145,717,0
1553,200,13016156,146,717,0
1554,200,13016187,146,717,0
