Event(uint),MsgID(hex),Time(uint),X(int),Y(int),MouseData(hex)
2222,200,13025046,1462,776,0
2223,200,13025046,1462,775,0
2224,200,13025062,1462,775,0
2225,200,13025062,1461,774,0
2227,200,13025078,1461,772,0
2226,200,13025078,1461,773,0
2229,200,13025093,1459,770,0
2228,200,13025093,1460,771,0
2231,200,13025109,1457,764,0
2230,200,13025109,1459,768,0
2232,200,13025125,1455,761,0
2234,200,13025140,1451,752,0
2233,200,13025140,1454,757,0
2236,200,13025156,1445,741,0
2235,200,13025156,1448,747,0
2238,200,13025171,1437,729,0
2237,200,13025171,1441,735,0
2240,200,13025187,1430,716,0
2239,200,13025187,1434,723,0
2242,200,13025203,1422,703,0
2241,200,13025203,1426,710,0
2244,200,13025218,1410,687,0
2243,200,13025218,1417,696,0
2245,200,13025234,1404,679,0
2246,200,13025234,1396,671,0
2248,200,13025250,1378,652,0
2247,200,13025250,1387,662,0
2250,200,13025265,1353,627,0
2249,200,13025265,1366,640,0
2252,200,13025281,1324,603,0
2251,200,13025281,1339,615,0
2253,200,13025296,1307,590,0
2254,200,13025296,1291,579,0
2256,200,13025312,1254,558,0
2255,200,13025312,1273,570,0
2257,200,13025328,1236,548,0
2258,200,13025328,1215,538,0
2260,200,13025343,1178,524,0
2259,200,13025343,1195,531,0
2262,200,13025359,1139,512,0
2261,200,13025359,1159,519,0
2264,200,13025375,1100,499,0
2263,200,13025375,1117,506,0
2265,200,13025390,1081,494,0
2266,200,13025390,1066,488,0
2268,200,13025406,1040,480,0
2267,200,13025406,1052,483,0
2270,200,13025421,1019,474,0
2269,200,13025421,1029,476,0
2271,200,13025437,1011,473,0
2272,200,13025437,1004,472,0
2273,200,13025453,999,472,0
2274,200,13025468,995,471,0
2275,200,13025468,992,471,0
2276,200,13025484,989,471,0
2277,200,13025484,986,471,0
