Event(uint),MsgID(hex),Time(uint),X(int),Y(int),MouseData(hex)
120,200,517898890,876,489,0
122,200,517898906,848,410,0
121,200,517898906,861,451,0
123,200,517898921,835,365,0
125,200,517898937,815,269,0
124,200,517898937,824,319,0
126,200,517898953,806,222,0
127,200,517898968,801,174,0
128,200,517898968,797,128,0
129,200,517898984,795,84,0
131,200,517899000,795,51,0
130,200,517899000,795,67,0
132,200,517899015,795,39,0
134,200,517899031,795,25,0
133,200,517899031,795,31,0
135,200,517899046,795,23,0
