Event(uint),MsgID(hex),Time(uint),X(int),Y(int),MouseData(hex)
3526,200,13056296,559,917,0
3528,200,13056562,564,917,0
3527,200,13056562,561,917,0
3530,200,13056578,586,917,0
3529,200,13056578,572,917,0
3532,200,13056593,647,920,0
3531,200,13056593,609,919,0
3533,200,13056609,693,920,0
3534,200,13056609,753,920,0
3536,200,13056625,895,913,0
3535,200,13056625,821,919,0
3538,200,13056640,1062,891,0
3537,200,13056640,977,904,0
3539,200,13056656,1147,874,0
3540,200,13056656,1236,856,0
3542,200,13056671,1408,814,0
3541,200,13056671,1324,836,0
3543,200,13056687,1491,792,0
3545,200,13056703,1629,750,0
3544,200,13056703,1564,771,0
3546,200,13056718,1691,731,0
3547,200,13056718,1743,713,0
3549,200,13056734,1823,685,0
3548,200,13056734,1787,698,0
3551,200,13056750,1873,667,0
3550,200,13056750,1850,676,0
3553,200,13056765,1906,652,0
3552,200,13056765,1891,658,0
3554,200,13056781,1914,648,0
3555,200,13056781,1921,644,0
3557,200,13056796,1920,640,0
3556,200,13056796,1923,641,0
3559,200,13056812,1919,638,0
3558,200,13056812,1921,638,0
3561,200,13056828,1919,636,0
3560,200,13056828,1919,637,0
3562,200,13056843,1918,635,0
3563,200,13056843,1916,634,0
3565,200,13056859,1908,632,0
3564,200,13056859,1912,633,0
3567,200,13056875,1900,631,0
3566,200,13056875,1905,631,0
3568,200,13056890,1896,631,0
3569,200,13056890,1893,630,0
3571,200,13056906,1887,629,0
3570,200,13056906,1890,630,0
3573,200,13056921,1879,629,0
3572,200,13056921,1883,629,0
3575,200,13056937,1865,630,0
3574,200,13056937,1872,629,0
3576,200,13056953,1857,632,0
3577,200,13056953,1847,634,0
3579,200,13056968,1823,642,0
3578,200,13056968,1835,638,0
3581,200,13056984,1792,652,0
3580,200,13056984,1809,647,0
3582,200,13057000,1775,658,0
3584,200,13057015,1733,673,0
3583,200,13057015,1755,665,0
3586,200,13057031,1678,692,0
3585,200,13057031,1708,682,0
3588,200,13057046,1606,715,0
3587,200,13057046,1645,703,0
3589,200,13057062,1568,728,0
3590,200,13057062,1533,739,0
3592,200,13057078,1460,758,0
3591,200,13057078,1495,748,0
3594,200,13057093,1390,776,0
3593,200,13057093,1425,767,0
3595,200,13057109,1360,784,0
3596,200,13057109,1333,790,0
3598,200,13057125,1297,801,0
3597,200,13057125,1312,796,0
3600,200,13057140,1282,805,0
3599,200,13057140,1288,803,0
3602,200,13057156,1278,807,0
3601,200,13057156,1280,807,0
3604,200,13057171,1278,808,0
3603,200,13057171,1278,807,0
3605,200,13057234,1278,808,0
3606,200,13057234,1278,808,0
3608,200,13057250,1280,807,0
3607,200,13057250,1278,808,0
3610,200,13057265,1286,805,0
3609,200,13057265,1282,806,0
3612,200,13057281,1298,802,0
3611,200,13057281,1292,804,0
3613,200,13057296,1305,800,0
3614,200,13057296,1313,799,0
3616,200,13057312,1330,795,0
3615,200,13057312,1321,797,0
3618,200,13057328,1348,789,0
3617,200,13057328,1338,792,0
3620,200,13057343,1364,785,0
3619,200,13057343,1356,787,0
3621,200,13057359,1371,783,0
3622,200,13057359,1377,781,0
3624,200,13057375,1386,779,0
3623,200,13057375,1382,780,0
3625,200,13057390,1389,778,0
3627,200,13057406,1394,776,0
3628,200,13057406,1396,776,0
3626,200,13057406,1392,777,0
3629,200,13057421,1398,775,0
3631,200,13057437,1402,773,0
3630,200,13057437,1400,774,0
3633,200,13057453,1407,772,0
3632,200,13057453,1404,773,0
3635,200,13057468,1410,771,0
3634,200,13057468,1408,771,0
3637,200,13057484,1413,771,0
3636,200,13057484,1411,771,0
3638,200,13057500,1414,771,0
3639,200,13057500,1415,771,0
3641,200,13057515,1416,771,0
3640,200,13057515,1415,771,0
3643,200,13057531,1417,771,0
3642,200,13057531,1416,771,0
3645,200,13057546,1419,771,0
3644,200,13057546,1418,771,0
3646,200,13057562,1420,771,0
3647,200,13057562,1421,771,0
3649,200,13057578,1424,770,0
3648,200,13057578,1422,770,0
3651,200,13057593,1428,769,0
3650,200,13057593,1426,770,0
3653,200,13057609,1432,768,0
3652,200,13057609,1430,768,0
3654,200,13057625,1435,767,0
3655,200,13057625,1437,766,0
3657,200,13057640,1441,765,0
3656,200,13057640,1439,766,0
3659,200,13057656,1445,763,0
3658,200,13057656,1443,764,0
3661,200,13057671,1448,763,0
3660,200,13057671,1447,763,0
3662,200,13057687,1450,763,0
3664,200,13057703,1453,763,0
3663,200,13057703,1452,763,0
3666,200,13057718,1455,763,0
3665,200,13057718,1454,763,0
3668,200,13057734,1457,763,0
3667,200,13057734,1456,763,0
