Event(uint),MsgID(hex),Time(uint),X(int),Y(int),MouseData(hex)
261,200,525291031,1633,174,0
262,200,525291046,1580,198,0
263,200,525291046,1525,225,0
264,200,525291062,1468,257,0
266,200,525291078,1349,337,0
265,200,525291078,1407,294,0
267,200,525291093,1291,383,0
269,200,525291109,1203,461,0
268,200,525291109,1242,424,0
270,200,525291125,1179,490,0
272,200,525291140,1160,511,0
271,200,525291140,1168,502,0
273,200,525291156,1155,519,0
274,200,525291156,1152,525,0
275,200,525291421,1150,538,0
276,200,525291437,1148,552,0
278,200,525291453,1146,570,0
277,200,525291453,1147,562,0
279,200,525291468,1145,577,0
280,200,525291484,1145,583,0
281,200,525291484,1145,586,0
282,200,525291500,1145,589,0
284,200,525291515,1145,593,0
283,200,525291515,1145,592,0
285,200,525291531,1145,595,0
287,200,525291546,1145,596,0
286,200,525291546,1145,596,0
288,200,525291562,1145,597,0
289,200,525291578,1145,598,0
290,200,525291593,1145,598,0
291,200,525291609,1145,599,0
292,200,525291640,1145,600,0
293,200,525291687,1145,600,0
294,200,525291765,1145,601,0
295,200,525291781,1145,602,0
297,200,525291812,1145,603,0
296,200,525291812,1145,603,0
299,200,525291828,1145,605,0
298,200,525291828,1145,604,0
300,200,525291843,1145,606,0
302,200,525291859,1145,608,0
301,200,525291859,1145,607,0
303,200,525291875,1145,608,0
