Event(uint),MsgID(hex),Time(uint),X(int),Y(int),MouseData(hex)
630,200,525300656,1059,602,0
632,200,525300671,1090,576,0
631,200,525300671,1075,588,0
633,200,525300687,1105,562,0
634,200,525300703,1133,538,0
635,200,525300703,1162,511,0
636,200,525300718,1192,482,0
638,200,525300734,1260,418,0
637,200,525300734,1224,451,0
639,200,525300750,1296,384,0
640,200,525300750,1332,351,0
641,200,525300765,1367,322,0
643,200,525300781,1426,275,0
642,200,525300781,1398,297,0
644,200,525300796,1440,265,0
645,200,525300812,1451,259,0
646,200,525301046,1462,250,0
647,200,525301062,1471,244,0
648,200,525301078,1480,239,0
649,200,525301078,1486,234,0
650,200,525301093,1492,229,0
652,200,525301109,1501,223,0
651,200,525301109,1496,226,0
653,200,525301125,1504,220,0
655,200,525301140,1512,214,0
654,200,525301140,1508,218,0
656,200,525301156,1516,212,0
657,200,525301171,1520,210,0
658,200,525301171,1523,207,0
659,200,525301187,1527,205,0
660,200,525301187,1532,202,0
661,200,525301203,1538,198,0
662,200,525301218,1542,195,0
663,200,525301218,1548,190,0
664,200,525301234,1554,186,0
666,200,525301250,1561,179,0
665,200,525301250,1558,182,0
667,200,525301265,1564,178,0
668,200,525301281,1567,176,0
669,200,525301281,1568,174,0
670,200,525301296,1569,173,0
671,200,525301312,1570,173,0
672,200,525301312,1571,173,0
673,200,525301328,1571,172,0
674,200,525301343,1571,172,0
