Event(uint),MsgID(hex),Time(uint),X(int),Y(int),MouseData(hex)
1188,200,13011828,695,366,0
1190,200,13011843,693,366,0
1189,200,13011843,694,366,0
1191,200,13011859,693,366,0
1193,200,13011875,692,365,0
1192,200,13011875,692,366,0
1195,200,13011890,690,365,0
1194,200,13011890,691,365,0
1196,200,13011906,689,365,0
1197,200,13011906,688,365,0
1199,200,13011921,685,364,0
1198,200,13011921,687,364,0
1201,200,13011937,681,362,0
1200,200,13011937,683,363,0
1203,200,13011953,676,362,0
1202,200,13011953,679,362,0
1204,200,13011968,674,362,0
1205,200,13011968,672,362,0
1207,200,13011984,670,361,0
1206,200,13011984,671,362,0
1209,200,13012000,668,361,0
1208,200,13012000,669,361,0
1211,200,13012015,667,361,0
1210,200,13012015,667,361,0
1212,200,13012156,666,361,0
1213,200,13012171,666,361,0
1214,200,13012187,666,362,0
1215,200,13012187,665,363,0
1216,200,13012187,664,366,0
1217,200,13012203,664,368,0
1219,200,13012218,661,376,0
1218,200,13012218,663,371,0
1221,200,13012234,658,387,0
1220,200,13012234,659,382,0
1222,200,13012250,656,393,0
1223,200,13012250,655,397,0
1225,200,13012265,655,405,0
1224,200,13012265,655,402,0
1227,200,13012281,655,407,0
1226,200,13012281,655,406,0
1229,200,13012296,655,408,0
1228,200,13012296,655,408,0
1230,200,13012312,655,409,0
1231,200,13012312,655,410,0
1232,200,13012328,655,410,0
1233,200,13012343,655,411,0
1234,200,13012359,655,411,0
