Event(uint),MsgID(hex),Time(uint),X(int),Y(int),MouseData(hex)
255,200,57463734,832,554,0
256,200,57463734,822,588,0
258,200,57463765,804,655,0
257,200,57463765,812,622,0
259,200,57463781,801,684,0
261,200,57463796,790,737,0
260,200,57463796,795,717,0
262,200,57463812,788,754,0
263,200,57463828,785,767,0
264,200,57463828,782,779,0
266,200,57463843,780,798,0
265,200,57463843,781,790,0
267,200,57463859,778,805,0
269,200,57463875,777,817,0
268,200,57463875,777,812,0
270,200,57463890,777,823,0
271,200,57463906,777,825,0
273,200,57463921,777,829,0
272,200,57463921,777,828,0
275,200,57463937,777,832,0
274,200,57463937,777,831,0
276,200,57463953,777,833,0
277,200,57463968,777,833,0
278,200,57463984,777,834,0
279,200,57464015,777,835,0
281,200,57464031,777,837,0
280,200,57464031,777,835,0
282,200,57464046,775,841,0
284,200,57464062,769,854,0
283,200,57464062,772,846,0
285,200,57464078,765,863,0
287,200,57464093,758,881,0
286,200,57464093,761,872,0
288,200,57464109,755,889,0
289,200,57464109,751,897,0
290,200,57464125,747,904,0
292,200,57464140,742,916,0
291,200,57464140,744,912,0
294,200,57464156,738,921,0
293,200,57464156,740,918,0
295,200,57464171,736,923,0
297,200,57464187,735,924,0
296,200,57464187,735,924,0
298,200,57464453,733,929,0
299,200,57464468,730,935,0
300,200,57464468,729,940,0
301,200,57464468,728,946,0
302,200,57464500,727,949,0
303,200,57464500,726,953,0
304,200,57464500,726,956,0
306,200,57464531,725,962,0
305,200,57464531,726,960,0
307,200,57464546,725,965,0
308,200,57464562,725,968,0
309,200,57464562,725,970,0
310,200,57464578,725,973,0
312,200,57464593,724,978,0
311,200,57464593,725,976,0
313,200,57464609,724,980,0
315,200,57464625,723,983,0
314,200,57464625,723,981,0
316,200,57464640,723,984,0
317,200,57464656,722,985,0
318,200,57464656,722,986,0
319,200,57464671,722,988,0
320,200,57464687,721,990,0
321,200,57464687,721,991,0
322,200,57464703,721,992,0
324,200,57464718,721,993,0
323,200,57464718,721,993,0
325,200,57464734,721,994,0
326,200,57464750,721,995,0
327,200,57464765,721,996,0
