Event(uint),MsgID(hex),Time(uint),X(int),Y(int),MouseData(hex)
590,200,13000890,1052,395,0
592,200,13000906,1052,395,0
593,200,13000953,1052,395,0
594,200,13000968,1052,395,0
595,200,13000984,1053,395,0
596,200,13001000,1053,395,0
597,200,13001015,1054,395,0
598,200,13001046,1054,395,0
599,200,13001046,1055,395,0
601,200,13001062,1056,395,0
600,200,13001062,1056,395,0
603,200,13001078,1057,395,0
602,200,13001078,1056,395,0
604,200,13001109,1057,395,0
606,200,13001125,1058,395,0
605,200,13001125,1058,395,0
608,200,13001140,1060,395,0
607,200,13001140,1059,395,0
