Event(uint),MsgID(hex),Time(uint),X(int),Y(int),MouseData(hex)
461,200,525296234,1126,500,0
462,200,525296250,1123,491,0
463,200,525296250,1122,484,0
464,200,525296265,1120,479,0
465,200,525296281,1120,475,0
466,200,525296281,1119,471,0
467,200,525296296,1118,469,0
468,200,525296312,1118,468,0
469,200,525296312,1118,467,0
470,200,525296328,1118,466,0
471,200,525296343,1117,466,0
472,200,525296390,1117,466,0
473,200,525296406,1116,466,0
474,200,525296406,1114,468,0
475,200,525296421,1112,473,0
476,200,525296437,1109,476,0
477,200,525296437,1106,480,0
479,200,525296453,1103,484,0
478,200,525296453,1105,482,0
480,200,525296468,1103,485,0
481,200,525296484,1102,485,0
482,200,525296515,1101,485,0
483,200,525296531,1101,485,0
484,200,525296546,1101,483,0
485,200,525296546,1101,480,0
486,200,525296562,1101,476,0
487,200,525296578,1101,472,0
488,200,525296578,1102,469,0
489,200,525296593,1103,466,0
490,200,525296609,1104,464,0
491,200,525296609,1105,462,0
492,200,525296625,1105,461,0
493,200,525296640,1105,461,0
494,200,525296640,1105,460,0
495,200,525296656,1105,459,0
497,200,525296671,1107,458,0
496,200,525296671,1106,458,0
499,200,525296687,1108,455,0
498,200,525296687,1107,457,0
500,200,525296703,1108,455,0
501,200,525296718,1109,453,0
502,200,525296718,1110,453,0
503,200,525296734,1111,452,0
504,200,525296750,1111,450,0
505,200,525296750,1111,450,0
506,200,525296765,1111,450,0
507,200,525296781,1111,449,0
508,200,525296796,1112,449,0
509,200,525296812,1112,448,0
510,200,525297187,1112,453,0
511,200,525297187,1111,458,0
512,200,525297203,1111,462,0
514,200,525297218,1110,467,0
513,200,525297218,1110,466,0
515,200,525297234,1110,469,0
517,200,525297250,1109,471,0
516,200,525297250,1110,471,0
518,200,525297265,1109,472,0
519,200,525297281,1109,473,0
