version,1,startTime,2026-01-06 13:23:03.120,screenWidth,1920,screenHeight,1080
Event(uint),MsgID(hex),Time(uint),VkCode(hex),ScanCode(hex),Flags(hex)
0,101,52557937,d,1c,80
1,100,52560312,31,2,0
2,101,52560406,31,2,80
3,100,52560593,32,3,0
4,101,52560687,32,3,80
5,100,52560812,33,4,0
6,101,52560921,33,4,80
7,100,52561312,8,e,0
8,101,52561421,8,e,80
9,100,52561546,8,e,0
10,101,52561656,8,e,80
11,100,52561796,8,e,0
12,101,52561890,8,e,80
13,100,52564890,32,3,0
14,101,52565000,32,3,80
