version,1,startTime,2026-01-09 17:41:56.272,screenWidth,1920,screenHeight,1080
Event(uint),MsgID(hex),Time(uint),X(int),Y(int),MouseData(hex)
0,200,8086859,781,1014,0
1,200,8086890,781,1014,0
2,200,8086890,781,1013,0
3,200,8086906,781,1013,0
4,200,8086921,781,1012,0
5,200,8086921,782,1011,0
6,200,8086937,782,1010,0
7,200,8086953,782,1009,0
8,200,8086953,783,1007,0
9,200,8086968,783,1006,0
10,200,8086984,784,1004,0
11,200,8086984,784,1002,0
12,200,8087000,784,1001,0
13,200,8087015,784,999,0
14,200,8087015,785,997,0
15,200,8087031,786,996,0
16,200,8087046,786,995,0
17,200,8087046,787,993,0
18,200,8087062,787,993,0
19,200,8087078,787,992,0
20,200,8087078,787,991,0
21,200,8087093,788,991,0
22,200,8087093,788,991,0
23,200,8087125,788,990,0
24,200,8087187,788,990,0
25,200,8087218,787,990,0
26,200,8087250,786,990,0
27,200,8087265,786,990,0
28,200,8087281,785,990,0
29,200,8087312,784,990,0
30,200,8087328,784,990,0
31,200,8087343,784,990,0
32,200,8087375,783,990,0
33,200,8087390,783,991,0
34,200,8087406,783,992,0
35,200,8087421,782,992,0
36,201,8087437,782,992,0
37,202,8087437,782,992,0
38,200,8087468,782,992,0
